Order Date,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Payment Mode
09-08-2019,Hendersonville,Tennessee,South,Office Supplies,Binders,Avery Durable Slant Ring Binders,11.88,5,-7.92,COD
11-08-2019,Tulsa,Oklahoma,Central,Office Supplies,Paper,Xerox 202,32.4,5,15.552,Cards
11-08-2019,Tulsa,Oklahoma,Central,Office Supplies,Binders,Avery Hanging File Binders,41.86,7,19.2556,COD
11-08-2019,Tulsa,Oklahoma,Central,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,35.6776,Online
12-08-2019,Des Moines,Iowa,Central,Office Supplies,Paper,Xerox 224,6.48,1,3.1104,Cards
12-08-2019,Carrollton,Texas,Central,Technology,Accessories,Logitech diNovo Edge Keyboard,1399.944,7,52.4979,Cards
12-08-2019,New York City,New York,East,Furniture,Chairs,"Global Geo Office Task Chair, Gray",145.764,2,-8.098,Cards
12-08-2019,Lakeland,Florida,South,Furniture,Tables,BPI Conference Tables,562.2925,7,-255.5875,Cards
12-08-2019,New York City,New York,East,Furniture,Tables,Chromcraft Round Conference Tables,209.148,2,-66.2302,COD
12-08-2019,New York City,New York,East,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1591.02,6,286.3836,COD
12-08-2019,Philadelphia,Pennsylvania,East,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,37.312,4,2.7984,Cards
13-08-2019,Jacksonville,North Carolina,South,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,8,-8.2368,COD
13-08-2019,Jacksonville,North Carolina,South,Office Supplies,Paper,Easy-staple paper,10.272,3,3.21,Cards
13-08-2019,West Allis,Wisconsin,Central,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,241.96,2,24.196,Online
13-08-2019,West Allis,Wisconsin,Central,Office Supplies,Binders,Avery Round Ring Poly Binders,8.52,3,4.1748,Online
13-08-2019,Kenner,Louisiana,South,Office Supplies,Appliances,Staple holder,17.34,2,4.6818,COD
13-08-2019,Kenner,Louisiana,South,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,15.1158,Cards
13-08-2019,Springfield,Virginia,South,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,22.32,4,10.7136,Cards
13-08-2019,Springfield,Virginia,South,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6,7,51.8,Cards
13-08-2019,Irving,Texas,Central,Office Supplies,Supplies,Premier Electric Letter Opener,185.376,2,-34.758,Cards
13-08-2019,Irving,Texas,Central,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,58.924,1,-153.2024,COD
14-08-2019,Los Angeles,California,West,Office Supplies,Paper,Array Memo Cubes,15.54,3,7.6146,Online
14-08-2019,Los Angeles,California,West,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,105.552,6,35.6238,COD
14-08-2019,Nashville,Tennessee,South,Office Supplies,Paper,Xerox 200,15.552,3,5.4432,COD
14-08-2019,Akron,Ohio,East,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,259.896,2,-56.3108,Online
14-08-2019,Akron,Ohio,East,Technology,Phones,Plantronics Voyager Pro Legend,247.188,2,-49.4376,Cards
14-08-2019,Akron,Ohio,East,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,279.96,5,48.993,Online
15-08-2019,Aurora,Colorado,West,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882,3,-13.8468,COD
15-08-2019,Aurora,Colorado,West,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328,3,12.2328,Cards
15-08-2019,Oakland,California,West,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,3,7.1976,Cards
15-08-2019,Oakland,California,West,Office Supplies,Labels,Avery 488,3.15,1,1.512,Online
15-08-2019,Tallahassee,Florida,South,Technology,Phones,HTC One Mini,705.544,7,70.5544,COD
15-08-2019,Fayetteville,North Carolina,South,Furniture,Chairs,Hon Olson Stacker Stools,225.296,2,22.5296,COD
15-08-2019,Los Angeles,California,West,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,312.03,3,43.6842,COD
15-08-2019,Los Angeles,California,West,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,3.0498,Cards
15-08-2019,Los Angeles,California,West,Technology,Phones,AT&T 841000 Phone,165.6,3,10.35,Online
15-08-2019,Los Angeles,California,West,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4,18.0096,COD
16-08-2019,San Francisco,California,West,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,5.1042,Cards
16-08-2019,Los Angeles,California,West,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28,2,12.096,Online
16-08-2019,Davis,California,West,Office Supplies,Paper,Xerox 1931,32.4,5,15.552,Online
17-08-2019,Seattle,Washington,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",15.712,4,5.6956,COD
18-08-2019,New York City,New York,East,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32,9,99.4896,COD
18-08-2019,New York City,New York,East,Technology,Phones,GE DSL Phone Line Filter,39.99,1,11.5971,COD
18-08-2019,Edinburg,Texas,Central,Office Supplies,Binders,GBC Wire Binding Combs,2.068,1,-3.4122,Cards
18-08-2019,Edinburg,Texas,Central,Office Supplies,Paper,Advantus Motivational Note Cards,83.84,8,30.392,Online
18-08-2019,Houston,Texas,Central,Furniture,Furnishings,Staple-based wall hangings,9.552,3,-3.8208,Online
18-08-2019,Houston,Texas,Central,Furniture,Furnishings,OIC Stacking Trays,5.344,4,-2.1376,Online
19-08-2019,New York City,New York,East,Office Supplies,Binders,Surelock Post Binders,146.688,6,55.008,Online
19-08-2019,New York City,New York,East,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784,2,89.9548,Cards
19-08-2019,New York City,New York,East,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,9.1785,Online
20-08-2019,Detroit,Michigan,Central,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,3.9906,COD
21-08-2019,Greenville,North Carolina,South,Office Supplies,Labels,Avery 49,9.216,4,3.3408,Online
21-08-2019,Greenville,North Carolina,South,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",28.048,2,3.506,Cards
21-08-2019,Philadelphia,Pennsylvania,East,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",815.292,9,-339.705,COD
21-08-2019,Los Angeles,California,West,Office Supplies,Binders,Avery Durable Slant Ring Binders,12.672,2,4.752,Cards
21-08-2019,Los Angeles,California,West,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,91.96,5,-20.691,Cards
21-08-2019,Los Angeles,California,West,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.97,3,91.7892,COD
21-08-2019,Los Angeles,California,West,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,2,-7.996,Cards
21-08-2019,Los Angeles,California,West,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,2887.056,9,180.441,COD
21-08-2019,Los Angeles,California,West,Office Supplies,Paper,Xerox 1997,12.96,2,6.2208,Cards
21-08-2019,Los Angeles,California,West,Office Supplies,Paper,Xerox 1928,47.52,9,21.384,COD
21-08-2019,Seattle,Washington,West,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,33.44,10,11.704,COD
21-08-2019,New York City,New York,East,Furniture,Chairs,"Leather Task Chair, Black",573.174,7,63.686,Online
22-08-2019,Columbus,Ohio,East,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,2,8.5164,Online
22-08-2019,Columbus,Ohio,East,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2,-2.6544,Cards
22-08-2019,Columbus,Ohio,East,Office Supplies,Envelopes,Airmail Envelopes,134.288,2,45.3222,Online
22-08-2019,Houston,Texas,Central,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,2,-6.8992,Online
22-08-2019,Gresham,Oregon,West,Office Supplies,Binders,GBC Imprintable Covers,26.352,8,-18.4464,Cards
22-08-2019,Seattle,Washington,West,Office Supplies,Paper,Xerox 202,19.44,3,9.3312,COD
22-08-2019,Fort Collins,Colorado,West,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,98.328,3,9.8328,COD
22-08-2019,Los Angeles,California,West,Office Supplies,Art,Newell 346,5.76,2,1.6704,COD
23-08-2019,Pharr,Texas,Central,Office Supplies,Storage,SAFCO Boltless Steel Shelving,727.296,8,-172.7328,Online
23-08-2019,Pharr,Texas,Central,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,-10.1736,COD
23-08-2019,Pharr,Texas,Central,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,666.4,7,-33.32,COD
23-08-2019,Seattle,Washington,West,Technology,Machines,Okidata C331dn Printer,837.6,3,62.82,COD
23-08-2019,Seattle,Washington,West,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,63.873,COD
23-08-2019,Seattle,Washington,West,Office Supplies,Paper,Xerox 1978,34.68,6,16.9932,Online
23-08-2019,Seattle,Washington,West,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,6,-39.9528,COD
23-08-2019,Seattle,Washington,West,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,11.206,Online
23-08-2019,Seattle,Washington,West,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0.1588,COD
23-08-2019,New York City,New York,East,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3,5,8.733,Online
23-08-2019,New York City,New York,East,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8,5,281.016,COD
23-08-2019,New York City,New York,East,Office Supplies,Art,Newell 331,29.34,6,7.9218,COD
23-08-2019,Sheboygan,Wisconsin,Central,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",25.2,4,11.592,COD
23-08-2019,Sheboygan,Wisconsin,Central,Office Supplies,Labels,Avery 515,37.59,3,17.6673,COD
23-08-2019,Sheboygan,Wisconsin,Central,Office Supplies,Storage,Pizazz Global Quick File,14.97,1,4.1916,COD
23-08-2019,Sheboygan,Wisconsin,Central,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,1.98,2,0.891,COD
26-08-2019,San Jose,California,West,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,3,4.9104,Online
26-08-2019,San Jose,California,West,Office Supplies,Paper,Xerox 1979,154.9,5,69.705,COD
26-08-2019,Pasadena,Texas,Central,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,2,43.9956,COD
26-08-2019,Pasadena,Texas,Central,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.716,6,-29.2776,Online
26-08-2019,Seattle,Washington,West,Office Supplies,Paper,Xerox 1931,6.48,1,3.1104,Online
26-08-2019,San Diego,California,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,4,100.196,Online
26-08-2019,Philadelphia,Pennsylvania,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.472,3,1.6416,Online
26-08-2019,Philadelphia,Pennsylvania,East,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2,13.1956,Online
26-08-2019,Los Angeles,California,West,Office Supplies,Art,Newell Chalk Holder,8.26,2,3.7996,Online
26-08-2019,New York City,New York,East,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33,6,8.25,Online
26-08-2019,New York City,New York,East,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5,87.4825,Online
26-08-2019,Franklin,Wisconsin,Central,Technology,Accessories,Memorex Micro Travel Drive 16 GB,47.97,3,14.8707,Online
26-08-2019,Detroit,Michigan,Central,Office Supplies,Paper,Xerox 1950,11.56,2,5.6644,COD
26-08-2019,Detroit,Michigan,Central,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,58.7916,Online
26-08-2019,Detroit,Michigan,Central,Furniture,Tables,Hon 4060 Series Tables,447.84,4,98.5248,Online
26-08-2019,Detroit,Michigan,Central,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,163.1898,COD
26-08-2019,Detroit,Michigan,Central,Office Supplies,Art,Newell 335,8.64,3,2.5056,COD
26-08-2019,Athens,Georgia,South,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,3,41.0388,COD
26-08-2019,New York City,New York,East,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,146.688,8,45.84,COD
26-08-2019,Miami,Florida,South,Office Supplies,Paper,Xerox 1944,31.008,1,11.2404,COD
27-08-2019,Dallas,Texas,Central,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,5,-10.948,Online
27-08-2019,Dallas,Texas,Central,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.528,1,1.1466,COD
27-08-2019,Dallas,Texas,Central,Office Supplies,Paper,Xerox 196,4.624,1,1.6762,Online
27-08-2019,Dallas,Texas,Central,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",55.168,4,6.2064,COD
27-08-2019,Quincy,Massachusetts,East,Office Supplies,Paper,Xerox 1919,122.97,3,60.2553,Online
27-08-2019,Quincy,Massachusetts,East,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.615,1,20.967,Online
27-08-2019,Quincy,Massachusetts,East,Technology,Phones,PureGear Roll-On Screen Protector,59.97,3,28.7856,Online
27-08-2019,Quincy,Massachusetts,East,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54,9,36.693,COD
27-08-2019,Quincy,Massachusetts,East,Office Supplies,Fasteners,Staples,11.68,4,5.256,Online
27-08-2019,Quincy,Massachusetts,East,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",29,5,13.92,Online
27-08-2019,Houston,Texas,Central,Office Supplies,Storage,Portfile Personal File Boxes,14.16,1,1.062,COD
27-08-2019,Houston,Texas,Central,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,79.92,5,27.972,COD
27-08-2019,Hollywood,Florida,South,Office Supplies,Labels,Avery 484,9.216,4,3.3408,COD
28-08-2019,Englewood,Colorado,West,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3,5.6115,Online
28-08-2019,Englewood,Colorado,West,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,3,8.1432,COD
28-08-2019,Dallas,Texas,Central,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13.14,9,-21.681,Online
28-08-2019,Dallas,Texas,Central,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,10.024,4,-16.5396,Online
28-08-2019,Dallas,Texas,Central,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",156.3728,2,-52.8908,COD
28-08-2019,Cincinnati,Ohio,East,Office Supplies,Binders,GBC VeloBinder Strips,18.432,8,-12.288,COD
29-08-2019,Chicago,Illinois,Central,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,22.6184,COD
29-08-2019,Chicago,Illinois,Central,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,-10.7973,COD
29-08-2019,Chicago,Illinois,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,-3.0396,Cards
29-08-2019,Concord,New Hampshire,East,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,8.0997,Cards
29-08-2019,New York City,New York,East,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,4,5.5,Online
29-08-2019,Philadelphia,Pennsylvania,East,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92,4,-56.448,COD
29-08-2019,Philadelphia,Pennsylvania,East,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,4,-81.94,Cards
29-08-2019,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3.486,2,-2.7888,Online
29-08-2019,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.584,7,-2.3814,Online
30-08-2019,Philadelphia,Pennsylvania,East,Technology,Phones,Aastra 57i VoIP phone,290.898,3,-67.8762,COD
30-08-2019,Philadelphia,Pennsylvania,East,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,3.389,Cards
30-08-2019,Philadelphia,Pennsylvania,East,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,4,-258.5016,COD
30-08-2019,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,33.831,Cards
30-08-2019,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,6,-27.6936,Online
30-08-2019,Los Angeles,California,West,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",47.04,4,15.9936,Online
30-08-2019,Los Angeles,California,West,Technology,Phones,Panasonic KX TS3282W Corded phone,339.96,5,42.495,Online
31-08-2019,Waco,Texas,Central,Office Supplies,Storage,Super Decoflex Portable Personal File,23.968,2,2.3968,Cards
01-09-2019,New York City,New York,East,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,2.3086,Cards
01-09-2019,New York City,New York,East,Office Supplies,Paper,Xerox 1881,24.56,2,11.5432,Online
01-09-2019,New York City,New York,East,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,1.0668,Cards
01-09-2019,New York City,New York,East,Office Supplies,Paper,Xerox 1881,49.12,4,23.0864,COD
01-09-2019,New York City,New York,East,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,1415.4296,Cards
01-09-2019,San Francisco,California,West,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2,10.94,Online
01-09-2019,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,6,9.906,Online
01-09-2019,Philadelphia,Pennsylvania,East,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.988,2,-4.7976,Cards
01-09-2019,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,Staples,16.688,7,5.4236,COD
01-09-2019,New York City,New York,East,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,206.316,COD
01-09-2019,New York City,New York,East,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2,30.4416,Cards
01-09-2019,New York City,New York,East,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,3.285,Online
01-09-2019,New York City,New York,East,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,61.3824,COD
01-09-2019,Detroit,Michigan,Central,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,5,11.086,COD
01-09-2019,Detroit,Michigan,Central,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78,1,2.2828,COD
01-09-2019,Detroit,Michigan,Central,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",376.74,4,71.162,Online
01-09-2019,Detroit,Michigan,Central,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,14.4648,Online
01-09-2019,Detroit,Michigan,Central,Office Supplies,Art,Newell 315,11.96,2,2.99,COD
01-09-2019,Detroit,Michigan,Central,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26.4,5,12.672,Online
01-09-2019,Huntington Beach,California,West,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,12.78,1,5.751,Online
02-09-2019,New York City,New York,East,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48,2,19.6248,Online
02-09-2019,New York City,New York,East,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2,9.995,COD
02-09-2019,Madison,Wisconsin,Central,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.6516,Online
02-09-2019,Madison,Wisconsin,Central,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,3.8822,Cards
02-09-2019,San Francisco,California,West,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,12.0978,Cards
02-09-2019,Chicago,Illinois,Central,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,29.24,5,9.8685,COD
02-09-2019,Chicago,Illinois,Central,Office Supplies,Storage,Rogers Deluxe File Chest,35.168,2,-8.3524,COD
02-09-2019,Chicago,Illinois,Central,Technology,Machines,Okidata C610n Printer,1362.9,3,-19.47,COD
02-09-2019,Chicago,Illinois,Central,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.272,2,-75.8448,Cards
02-09-2019,Charlotte,North Carolina,South,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,22.911,7,-17.5651,Online
02-09-2019,Charlotte,North Carolina,South,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,309.456,9,34.8138,COD
02-09-2019,Charlotte,North Carolina,South,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,4,3.4048,COD
02-09-2019,Charlotte,North Carolina,South,Furniture,Tables,Hon Racetrack Conference Tables,472.518,3,-149.6307,Cards
02-09-2019,Charlotte,North Carolina,South,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1012.68,3,303.804,COD
02-09-2019,Charlotte,North Carolina,South,Office Supplies,Binders,GBC Plasticlear Binding Covers,17.22,5,-12.628,Cards
02-09-2019,Des Moines,Washington,West,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,2,449.991,Online
02-09-2019,Houston,Texas,Central,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",8.608,8,-13.3424,Cards
02-09-2019,Houston,Texas,Central,Technology,Accessories,Logitech MX Performance Wireless Mouse,159.56,5,33.9065,COD
02-09-2019,Des Moines,Washington,West,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3,-2.6997,COD
02-09-2019,Des Moines,Washington,West,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",65.94,3,30.9918,Cards
02-09-2019,Los Angeles,California,West,Furniture,Furnishings,Ultra Door Pull Handle,94.68,9,31.2444,COD
02-09-2019,Los Angeles,California,West,Office Supplies,Storage,Akro Stacking Bins,23.67,3,0.9468,Online
02-09-2019,Los Angeles,California,West,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.168,4,68.198,Cards
02-09-2019,Los Angeles,California,West,Office Supplies,Art,Blackstonian Pencils,18.69,7,5.2332,Cards
02-09-2019,Los Angeles,California,West,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3,28.4364,COD
02-09-2019,Los Angeles,California,West,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7.312,1,2.5592,COD
03-09-2019,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,-760.98,Cards
03-09-2019,Philadelphia,Pennsylvania,East,Technology,Phones,Cisco SPA301,280.782,3,-46.797,COD
03-09-2019,Aurora,Illinois,Central,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.952,3,-90.2484,Online
03-09-2019,Chicago,Illinois,Central,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,3,-14.9736,Online
03-09-2019,Middletown,Connecticut,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16,7,22.1536,Online
03-09-2019,Waukesha,Wisconsin,Central,Office Supplies,Storage,Crate-A-Files,54.5,5,14.17,Online
03-09-2019,Monroe,Louisiana,South,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28,8,41.0216,Online
03-09-2019,Baltimore,Maryland,East,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",344.94,3,31.0446,Online
03-09-2019,Baltimore,Maryland,East,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2,4.2804,Cards
03-09-2019,Baltimore,Maryland,East,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2,5.8696,Online
03-09-2019,Baltimore,Maryland,East,Office Supplies,Labels,Avery 486,58.48,8,27.4856,Online
03-09-2019,Chicago,Illinois,Central,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",198.744,4,0,Online
03-09-2019,Cincinnati,Ohio,East,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,6,11.223,Cards
04-09-2019,Houston,Texas,Central,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,1,1.0269,Cards
04-09-2019,Houston,Texas,Central,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",62.376,3,7.0173,COD
04-09-2019,New York City,New York,East,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,1,24.9366,Cards
04-09-2019,New York City,New York,East,Office Supplies,Binders,Plastic Binding Combs,60.6,5,20.4525,Online
04-09-2019,New York City,New York,East,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,22.72,4,6.5888,Online
04-09-2019,Knoxville,Tennessee,South,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,3,4.1148,Cards
04-09-2019,Knoxville,Tennessee,South,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2,8.7168,Online
04-09-2019,Knoxville,Tennessee,South,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,2,8.3328,Online
04-09-2019,Georgetown,Kentucky,South,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,16.614,Online
04-09-2019,Georgetown,Kentucky,South,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,54.6912,Cards
04-09-2019,Georgetown,Kentucky,South,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,5.1968,Cards
04-09-2019,Georgetown,Kentucky,South,Office Supplies,Art,Nontoxic Chalk,5.28,3,2.5344,Cards
04-09-2019,Woodbury,Minnesota,Central,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,160.623,Online
04-09-2019,Springfield,Missouri,Central,Office Supplies,Envelopes,Staple envelope,16.56,2,7.7832,Online
